short_name,long_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,club_position,club_jersey_number,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_curve,skill_ball_control,movement_agility,movement_reactions,power_shot_power,power_jumping,player_face_url,club_logo_url
P. McCallum,Paul Leon Miller McCallum,60,67,210000.0,2000.0,20,191,75,West Ham United,RES,47.0,England,Right,68.0,60.0,46.0,55.0,28.0,63.0,53,53,57,63,51,64,57,https://cdn.sofifa.net/players/202/619/15_120.png,https://cdn.sofifa.net/teams/19/60.png
R. Sjöstedt,Rasmus Stellan Sjöstedt,60,64,160000.0,2000.0,22,182,75,Falkenbergs FF,RB,2.0,Sweden,Right,77.0,40.0,55.0,59.0,57.0,66.0,57,47,60,64,62,57,75,https://cdn.sofifa.net/players/202/660/15_120.png,https://cdn.sofifa.net/teams/112169/60.png
I. Getigezhev,Inal Getigezhev,60,63,210000.0,4000.0,27,187,80,Rubin Kazan,SUB,33.0,Russia,Left,58.0,29.0,52.0,38.0,63.0,70.0,24,26,46,62,55,44,67,https://cdn.sofifa.net/players/202/701/15_120.png,https://cdn.sofifa.net/teams/110227/60.png
Abdón,Abdón Prats Bastidas,60,66,210000.0,2000.0,21,181,79,RCD Mallorca,SUB,30.0,Spain,Right,67.0,65.0,43.0,57.0,27.0,53.0,54,54,56,75,52,62,75,https://cdn.sofifa.net/players/202/716/15_120.png,https://cdn.sofifa.net/teams/453/60.png
J. Mendes,Joseph Mendes,60,66,230000.0,3000.0,23,186,80,Le Havre AC,SUB,12.0,France,Right,63.0,62.0,50.0,60.0,32.0,59.0,60,57,62,65,49,64,70,https://cdn.sofifa.net/players/202/727/15_120.png,https://cdn.sofifa.net/teams/1738/60.png
C. Kettings,Chris Kettings,60,67,160000.0,2000.0,21,193,79,Crystal Palace,RES,26.0,Scotland,Right,,,,,,,25,25,25,43,46,25,62,https://cdn.sofifa.net/players/202/761/15_120.png,https://cdn.sofifa.net/teams/1799/60.png
C. Ripley,Connor Ripley,60,70,160000.0,2000.0,21,191,96,Middlesbrough,RES,41.0,England,Right,,,,,,,25,25,22,27,47,25,48,https://cdn.sofifa.net/players/202/770/15_120.png,https://cdn.sofifa.net/teams/12/60.png
C. Forrester,Christopher Stephen Forrester,60,70,190000.0,2000.0,21,180,68,St. Patrick's Athletic,LM,17.0,Republic of Ireland,Right,80.0,58.0,54.0,60.0,34.0,54.0,60,45,58,71,49,58,50,https://cdn.sofifa.net/players/202/819/15_120.png,https://cdn.sofifa.net/teams/423/60.png
J. Carroll,Jake Carroll,60,66,160000.0,2000.0,22,182,78,Partick Thistle FC,LB,17.0,Republic of Ireland,Left,73.0,44.0,58.0,58.0,57.0,64.0,57,48,59,60,59,57,59,https://cdn.sofifa.net/players/202/841/15_120.png,https://cdn.sofifa.net/teams/1754/60.png
D. Wiklander,David Boo Wiklander,60,60,170000.0,2000.0,29,180,84,IFK Norrköping,LCB,23.0,Sweden,Right,75.0,36.0,51.0,51.0,54.0,77.0,45,49,53,65,64,61,82,https://cdn.sofifa.net/players/202/909/15_120.png,https://cdn.sofifa.net/teams/702/60.png
Jung Seung Yong,정승용 郑胜永,60,64,230000.0,4000.0,23,182,73,FC Seoul,SUB,32.0,Korea Republic,Left,76.0,59.0,53.0,62.0,40.0,63.0,60,65,62,77,44,62,64,https://cdn.sofifa.net/players/202/970/15_120.png,https://cdn.sofifa.net/teams/982/60.png
Sin Se Gye,신세계 申西桂,60,64,180000.0,3000.0,23,178,73,Suwon Samsung Bluewings,RB,30.0,Korea Republic,Right,78.0,43.0,61.0,60.0,56.0,67.0,57,55,56,79,61,59,60,https://cdn.sofifa.net/players/202/974/15_120.png,https://cdn.sofifa.net/teams/983/60.png
Min Sang Gi,민상기 闵尚基,60,65,160000.0,3000.0,22,184,79,Suwon Samsung Bluewings,SUB,39.0,Korea Republic,Right,80.0,28.0,37.0,46.0,58.0,76.0,42,22,40,71,67,33,86,https://cdn.sofifa.net/players/202/978/15_120.png,https://cdn.sofifa.net/teams/983/60.png
Hwang Jae Hoon,황재훈 Jae Hoon Hwang,60,60,190000.0,3000.0,28,185,80,Busan IPark,SUB,13.0,Korea Republic,Right,68.0,42.0,47.0,28.0,61.0,66.0,20,32,31,33,63,51,52,https://cdn.sofifa.net/players/203/011/15_120.png,https://cdn.sofifa.net/teams/1476/60.png
Lee Woong Hee,이웅희 李雄熙,60,61,210000.0,4000.0,25,182,78,FC Seoul,SUB,3.0,Korea Republic,Right,75.0,30.0,51.0,58.0,60.0,70.0,56,41,55,74,59,23,76,https://cdn.sofifa.net/players/203/015/15_120.png,https://cdn.sofifa.net/teams/982/60.png
R. Brown,Reece Brown,60,64,160000.0,2000.0,22,188,83,Barnsley,RB,2.0,England,Right,67.0,29.0,50.0,49.0,56.0,71.0,42,24,55,63,62,37,71,https://cdn.sofifa.net/players/203/059/15_120.png,https://cdn.sofifa.net/teams/1932/60.png
A. Bunjaku,Alban Bunjaku,60,68,210000.0,2000.0,20,183,84,Derby County,RES,22.0,England,Left,67.0,48.0,57.0,67.0,23.0,56.0,67,61,66,74,47,31,52,https://cdn.sofifa.net/players/203/061/15_120.png,https://cdn.sofifa.net/teams/91/60.png
J. Wynter,Jordan James Cecil Wynter,60,68,190000.0,2000.0,20,185,77,Cheltenham Town,RWB,7.0,England,Right,73.0,50.0,59.0,59.0,60.0,66.0,56,48,58,70,66,49,64,https://cdn.sofifa.net/players/203/102/15_120.png,https://cdn.sofifa.net/teams/1936/60.png
J. Scowen,Joshua Charles Scowen,60,70,190000.0,2000.0,21,178,74,Wycombe Wanderers,LCM,4.0,England,Right,61.0,47.0,62.0,60.0,57.0,66.0,56,55,61,72,59,55,58,https://cdn.sofifa.net/players/203/138/15_120.png,https://cdn.sofifa.net/teams/1933/60.png
R. Strömberg,Robin Strömberg,60,66,190000.0,2000.0,22,184,79,Mjällby AIF,LS,8.0,Sweden,Right,57.0,64.0,61.0,61.0,45.0,64.0,58,62,65,65,58,74,60,https://cdn.sofifa.net/players/203/171/15_120.png,https://cdn.sofifa.net/teams/112072/60.png
K. Issah,Kamal Issah,60,65,150000.0,2000.0,21,178,66,FC Nordsjælland,SUB,24.0,Ghana,Right,60.0,42.0,58.0,57.0,57.0,65.0,50,57,66,56,50,53,63,https://cdn.sofifa.net/players/203/176/15_120.png,https://cdn.sofifa.net/teams/1788/60.png
A. Nazari,Amin Nazari,60,70,190000.0,4000.0,21,181,77,Malmö FF,SUB,22.0,Sweden,Right,63.0,45.0,60.0,64.0,51.0,65.0,59,53,68,77,49,58,83,https://cdn.sofifa.net/players/203/226/15_120.png,https://cdn.sofifa.net/teams/320/60.png
C. Ekangamene,Charni Ekangamene,60,71,190000.0,2000.0,20,177,76,SV Zulte Waregem,SUB,43.0,Belgium,Left,71.0,45.0,59.0,63.0,56.0,62.0,61,39,66,66,61,56,67,https://cdn.sofifa.net/players/203/271/15_120.png,https://cdn.sofifa.net/teams/15005/60.png
D. Potts,Daniel Potts,60,72,160000.0,2000.0,20,172,70,West Ham United,RES,33.0,England,Left,63.0,27.0,51.0,58.0,61.0,59.0,55,26,58,65,59,39,56,https://cdn.sofifa.net/players/203/357/15_120.png,https://cdn.sofifa.net/teams/19/60.png
O. Bouy,Ouasim Bouy,60,72,190000.0,4000.0,21,185,75,Panathinaikos FC,SUB,22.0,Netherlands,Left,55.0,53.0,64.0,64.0,43.0,59.0,63,56,69,61,59,64,49,https://cdn.sofifa.net/players/203/399/15_120.png,https://cdn.sofifa.net/teams/1884/60.png
J. Washausen,Jan Washausen,60,64,210000.0,3000.0,25,185,79,Eintracht Braunschweig,RES,21.0,Germany,Right,64.0,32.0,53.0,42.0,60.0,68.0,33,47,46,61,58,32,64,https://cdn.sofifa.net/players/203/450/15_120.png,https://cdn.sofifa.net/teams/110500/60.png
D. Rose,Daniel Antony Rose,60,65,210000.0,2000.0,20,173,62,Bury,LS,9.0,England,Right,77.0,64.0,41.0,64.0,26.0,50.0,64,48,56,81,59,65,37,https://cdn.sofifa.net/players/203/500/15_120.png,https://cdn.sofifa.net/teams/1945/60.png
F. Veseli,Frédéric Veseli,60,68,160000.0,2000.0,21,184,80,Port Vale,RB,21.0,Switzerland,Right,69.0,27.0,47.0,49.0,62.0,67.0,40,38,59,58,51,28,62,https://cdn.sofifa.net/players/203/780/15_120.png,https://cdn.sofifa.net/teams/1928/60.png
C. Sultan,Cem Sultan,60,67,210000.0,3000.0,23,185,77,Mersin İdman Yurdu,RES,99.0,Turkey,Left,72.0,62.0,55.0,63.0,31.0,60.0,63,67,65,65,53,54,57,https://cdn.sofifa.net/players/203/800/15_120.png,https://cdn.sofifa.net/teams/101036/60.png
G. Korte,Gianluca Korte,60,64,210000.0,3000.0,23,177,69,Eintracht Braunschweig,RES,27.0,Germany,Left,73.0,63.0,56.0,64.0,26.0,56.0,62,54,62,81,55,68,72,https://cdn.sofifa.net/players/203/838/15_120.png,https://cdn.sofifa.net/teams/110500/60.png
M. Alhassan,Masahudu Alhassan,60,69,190000.0,2000.0,21,176,74,Udinese Calcio,RES,3.0,Ghana,Left,78.0,40.0,55.0,61.0,60.0,58.0,56,40,61,72,64,51,72,https://cdn.sofifa.net/players/203/976/15_120.png,https://cdn.sofifa.net/teams/55/60.png
C. Jolley,Christian Jolley,60,65,275000.0,2000.0,26,183,65,Newport County,SUB,23.0,England,Left,83.0,55.0,46.0,64.0,33.0,56.0,61,46,59,83,62,52,83,https://cdn.sofifa.net/players/204/047/15_120.png,https://cdn.sofifa.net/teams/112254/60.png
T. Dočekal,Tomáš Dočekal,60,63,275000.0,3000.0,25,193,85,Piast Gliwice,SUB,23.0,Czech Republic,Right,51.0,58.0,53.0,60.0,33.0,71.0,63,53,59,56,54,52,84,https://cdn.sofifa.net/players/204/126/15_120.png,https://cdn.sofifa.net/teams/111086/60.png
K. Escamilla,Kevin Rafael Escamilla Moreno,60,69,150000.0,3000.0,20,177,66,Club Universidad Nacional,RES,34.0,Mexico,Right,57.0,53.0,52.0,49.0,59.0,65.0,40,30,58,62,56,61,54,https://cdn.sofifa.net/players/204/131/15_120.png,https://cdn.sofifa.net/teams/1881/60.png
R. Brobbel,Ryan Brobbel,60,67,190000.0,2000.0,21,175,66,Hartlepool United,RM,17.0,Northern Ireland,Right,79.0,55.0,56.0,62.0,43.0,53.0,59,34,61,75,47,47,33,https://cdn.sofifa.net/players/204/216/15_120.png,https://cdn.sofifa.net/teams/1941/60.png
Z. Gano,Zinho Gano,60,70,210000.0,2000.0,20,196,88,Royal Excel Mouscron,SUB,7.0,Belgium,Left,60.0,59.0,45.0,57.0,30.0,73.0,58,43,63,42,56,62,66,https://cdn.sofifa.net/players/204/227/15_120.png,https://cdn.sofifa.net/teams/111560/60.png
Dorronsoro,Francisco Ramón Dorronsoro Sánchez,60,60,230000.0,2000.0,29,180,70,Albacete BP,SUB,13.0,Spain,Right,,,,,,,25,25,22,67,66,37,68,https://cdn.sofifa.net/players/204/235/15_120.png,https://cdn.sofifa.net/teams/1854/60.png
M. Bettinelli,Marcus Bettinelli,60,67,160000.0,2000.0,22,194,82,Fulham,SUB,40.0,England,Right,,,,,,,25,25,23,35,51,36,75,https://cdn.sofifa.net/players/204/246/15_120.png,https://cdn.sofifa.net/teams/144/60.png
T. Hitchcock,Tom Hitchcock,60,64,210000.0,2000.0,21,180,80,Milton Keynes Dons,SUB,19.0,England,Right,76.0,60.0,38.0,57.0,30.0,55.0,53,63,54,79,55,64,49,https://cdn.sofifa.net/players/204/292/15_120.png,https://cdn.sofifa.net/teams/1798/60.png
A. O'Connor,Anthony Dean O'Connor,60,66,160000.0,2000.0,21,188,79,Plymouth Argyle,CM,28.0,Republic of Ireland,Right,69.0,27.0,50.0,54.0,59.0,70.0,50,52,53,67,52,25,81,https://cdn.sofifa.net/players/204/297/15_120.png,https://cdn.sofifa.net/teams/1929/60.png
J. Allansson,Joel Emil Martin Allansson,60,70,190000.0,4000.0,21,174,68,IFK Göteborg,SUB,27.0,Sweden,Right,64.0,46.0,64.0,65.0,45.0,62.0,61,67,67,73,57,51,81,https://cdn.sofifa.net/players/204/348/15_120.png,https://cdn.sofifa.net/teams/319/60.png
S. van de Streek,Alexander Gerard van de Streek,60,67,210000.0,2000.0,21,180,74,SC Cambuur,SUB,20.0,Netherlands,Right,62.0,59.0,58.0,63.0,40.0,51.0,62,55,65,60,61,62,69,https://cdn.sofifa.net/players/204/370/15_120.png,https://cdn.sofifa.net/teams/647/60.png
C. Balatoni,Conrad Balatoni,60,66,180000.0,3000.0,23,184,85,Partick Thistle FC,RCB,6.0,England,Right,71.0,32.0,49.0,47.0,57.0,75.0,39,55,47,71,56,57,72,https://cdn.sofifa.net/players/204/466/15_120.png,https://cdn.sofifa.net/teams/1754/60.png
Iker Hernández,Iker Hernández Ezquerro,60,64,210000.0,3000.0,20,189,80,Real Sociedad,RES,27.0,Spain,Right,49.0,61.0,44.0,53.0,29.0,62.0,51,42,62,47,54,63,55,https://cdn.sofifa.net/players/204/524/15_120.png,https://cdn.sofifa.net/teams/457/60.png
T. Grøgaard,Thomas Grøgaard,60,66,160000.0,2000.0,20,180,73,Odds BK,LB,5.0,Norway,Left,71.0,45.0,58.0,64.0,59.0,58.0,59,54,67,76,56,55,44,https://cdn.sofifa.net/players/204/626/15_120.png,https://cdn.sofifa.net/teams/1456/60.png
S. Jombati,Sido Coelho Jombati,60,63,220000.0,2000.0,26,182,75,Wycombe Wanderers,RB,2.0,Portugal,Right,71.0,34.0,53.0,55.0,58.0,71.0,52,47,55,73,49,51,70,https://cdn.sofifa.net/players/204/635/15_120.png,https://cdn.sofifa.net/teams/1933/60.png
Yu Ji Hoon,유지훈 Ji Hoon Yu,60,63,220000.0,3000.0,26,172,66,Sangju Sangmu FC,SUB,33.0,Korea Republic,Left,75.0,32.0,52.0,48.0,61.0,73.0,44,59,42,60,62,32,71,https://cdn.sofifa.net/players/204/714/15_120.png,https://cdn.sofifa.net/teams/2055/60.png
Lee Bum Soo,이범수 李范洙,60,67,190000.0,3000.0,23,190,84,Jeonbuk Hyundai Motors,SUB,21.0,Korea Republic,Right,,,,,,,25,25,25,44,42,21,44,https://cdn.sofifa.net/players/204/725/15_120.png,https://cdn.sofifa.net/teams/1477/60.png
M. Mandron,Mikaël Yann Mathieu Mandron,60,75,190000.0,2000.0,19,191,82,Sunderland,RES,38.0,France,Left,64.0,60.0,37.0,56.0,29.0,68.0,56,35,58,57,55,66,65,https://cdn.sofifa.net/players/204/785/15_120.png,https://cdn.sofifa.net/teams/106/60.png
B. Mhlongo,Brighton Mhlongo,60,68,160000.0,4000.0,22,184,68,Orlando Pirates,SUB,16.0,South Africa,Right,,,,,,,25,25,21,33,61,28,60,https://cdn.sofifa.net/players/204/805/15_120.png,https://cdn.sofifa.net/teams/110930/60.png
Y. Toutouh,Youssef Toutouh,60,70,190000.0,4000.0,21,189,78,F.C. København,RCM,24.0,Denmark,Left,81.0,60.0,61.0,66.0,45.0,67.0,67,54,69,65,52,64,52,https://cdn.sofifa.net/players/204/821/15_120.png,https://cdn.sofifa.net/teams/819/60.png
Clerc,Carlos Clerc Martínez,60,66,160000.0,3000.0,22,180,72,RCD Espanyol de Barcelona,SUB,12.0,Spain,Left,77.0,39.0,51.0,57.0,55.0,65.0,55,58,58,57,66,58,64,https://cdn.sofifa.net/players/204/876/15_120.png,https://cdn.sofifa.net/teams/452/60.png
C. Mingiedi,Cedric Mingiedi Mpembele,60,68,140000.0,2000.0,19,184,73,Sporting Lokeren,RES,26.0,Belgium,Right,68.0,43.0,55.0,64.0,59.0,63.0,63,48,64,65,59,50,73,https://cdn.sofifa.net/players/204/916/15_120.png,https://cdn.sofifa.net/teams/2007/60.png
K. Camara,Khassa Camara,60,70,190000.0,2000.0,21,175,66,ESTAC Troyes,SUB,6.0,Mauritania,Right,67.0,47.0,58.0,62.0,53.0,64.0,62,37,57,72,67,51,69,https://cdn.sofifa.net/players/204/968/15_120.png,https://cdn.sofifa.net/teams/294/60.png
K. Vollmann,Korbinian Vollmann,60,67,190000.0,2000.0,20,174,70,TSV 1860 München,RES,33.0,Germany,Right,79.0,55.0,57.0,63.0,27.0,57.0,63,60,59,74,51,62,75,https://cdn.sofifa.net/players/205/048/15_120.png,https://cdn.sofifa.net/teams/33/60.png
N. Ansell,Nicholas Ansell,60,65,160000.0,3000.0,20,190,84,Melbourne Victory,SUB,4.0,Australia,Right,65.0,28.0,46.0,41.0,60.0,71.0,32,40,48,58,43,44,74,https://cdn.sofifa.net/players/205/049/15_120.png,https://cdn.sofifa.net/teams/111397/60.png
N. Wormgoor,Nando Wormgoor,60,66,160000.0,2000.0,22,184,76,FC Dordrecht,SUB,17.0,Netherlands,Left,54.0,32.0,44.0,53.0,61.0,63.0,51,30,58,41,55,45,51,https://cdn.sofifa.net/players/205/102/15_120.png,https://cdn.sofifa.net/teams/100626/60.png
Sillero,Antonio Sillero Cabrera,60,65,160000.0,2000.0,20,182,77,Córdoba CF,RES,26.0,Spain,Right,,,,,,,25,25,26,34,56,37,62,https://cdn.sofifa.net/players/205/187/15_120.png,https://cdn.sofifa.net/teams/1867/60.png
G. Hubert,Guillaume Hubert,60,71,160000.0,3000.0,20,198,88,Standard de Liège,RES,28.0,Belgium,Right,,,,,,,25,25,24,36,60,25,56,https://cdn.sofifa.net/players/205/386/15_120.png,https://cdn.sofifa.net/teams/232/60.png
J. Baldwin,Jack Baldwin,60,70,160000.0,2000.0,21,185,70,Peterborough United,RCB,5.0,England,Right,68.0,38.0,50.0,48.0,59.0,71.0,41,38,49,70,47,45,71,https://cdn.sofifa.net/players/205/393/15_120.png,https://cdn.sofifa.net/teams/1938/60.png
Samu,Samuel de los Reyes Domínguez,60,69,160000.0,2000.0,22,183,79,CD Lugo,SUB,3.0,Spain,Left,70.0,25.0,43.0,54.0,58.0,70.0,50,31,59,55,48,25,74,https://cdn.sofifa.net/players/205/419/15_120.png,https://cdn.sofifa.net/teams/110831/60.png
José Artiles,José Manuel Artiles Romero,60,70,190000.0,2000.0,21,167,56,Unión Deportiva Las Palmas,RES,28.0,Spain,Left,90.0,51.0,52.0,68.0,25.0,36.0,64,62,62,93,61,45,68,https://cdn.sofifa.net/players/205/424/15_120.png,https://cdn.sofifa.net/teams/472/60.png
Carlos Daniel,Carlos Daniel Cevada Teixeira,60,68,190000.0,2000.0,19,178,72,Clube Sport Marítimo,RES,28.0,Portugal,Right,59.0,62.0,48.0,55.0,28.0,52.0,52,41,56,61,58,65,63,https://cdn.sofifa.net/players/205/503/15_120.png,https://cdn.sofifa.net/teams/1893/60.png
J. Mooney,Jason Mooney,60,63,220000.0,2000.0,25,204,89,York City,SUB,1.0,Northern Ireland,Right,,,,,,,25,25,33,52,52,35,72,https://cdn.sofifa.net/players/205/539/15_120.png,https://cdn.sofifa.net/teams/1948/60.png
J. Price,Jack Alexander Price,60,71,190000.0,2000.0,21,171,72,Yeovil Town,RCM,18.0,England,Right,68.0,43.0,59.0,59.0,61.0,63.0,54,45,61,71,57,50,63,https://cdn.sofifa.net/players/205/585/15_120.png,https://cdn.sofifa.net/teams/346/60.png
G. Edwards,Gwion Dafydd Rhys Edwards,60,68,190000.0,2000.0,21,175,76,Crawley Town,SUB,7.0,Wales,Right,75.0,44.0,53.0,62.0,34.0,49.0,63,39,61,67,48,59,54,https://cdn.sofifa.net/players/205/752/15_120.png,https://cdn.sofifa.net/teams/110890/60.png
D. Blij,Daan Blij,60,68,190000.0,2000.0,20,179,73,Excelsior,SUB,19.0,Netherlands,Left,68.0,63.0,62.0,64.0,51.0,56.0,64,80,66,60,56,68,63,https://cdn.sofifa.net/players/205/758/15_120.png,https://cdn.sofifa.net/teams/1971/60.png
D. Stojanovic,Dejan Stojanovic,60,70,160000.0,2000.0,20,196,89,Bologna,SUB,1.0,North Macedonia,Left,,,,,,,25,25,25,34,51,23,50,https://cdn.sofifa.net/players/205/759/15_120.png,https://cdn.sofifa.net/teams/189/60.png
L. Rotpuller,Lukas Rotpuller,60,66,180000.0,4000.0,23,188,80,FK Austria Wien,SUB,33.0,Austria,Right,78.0,39.0,32.0,45.0,59.0,74.0,42,23,43,61,47,62,75,https://cdn.sofifa.net/players/205/898/15_120.png,https://cdn.sofifa.net/teams/256/60.png
R. Emelyanov,Roman Emelyanov,60,69,190000.0,2000.0,22,189,85,FC Ural Yekaterinburg,SUB,5.0,Russia,Right,52.0,45.0,61.0,61.0,50.0,67.0,59,49,67,53,71,59,61,https://cdn.sofifa.net/players/205/954/15_120.png,https://cdn.sofifa.net/teams/111264/60.png
T. Thorpe,Tom Thorpe,60,69,160000.0,4000.0,21,188,80,Manchester United,RES,39.0,England,Right,59.0,31.0,43.0,44.0,60.0,67.0,38,27,42,58,56,42,71,https://cdn.sofifa.net/players/206/091/15_120.png,https://cdn.sofifa.net/teams/11/60.png
Ernesto,Ernesto Cornejo Sánchez,60,66,210000.0,2000.0,22,170,64,Málaga CF,RES,32.0,Spain,Right,81.0,43.0,54.0,61.0,26.0,40.0,56,39,58,85,54,45,69,https://cdn.sofifa.net/players/206/099/15_120.png,https://cdn.sofifa.net/teams/573/60.png
L. Olum,Lawrence Olum Omosh,60,60,160000.0,2000.0,29,188,83,Sporting Kansas City,RES,13.0,Kenya,Right,62.0,48.0,51.0,54.0,62.0,71.0,51,38,59,57,57,54,61,https://cdn.sofifa.net/players/206/157/15_120.png,https://cdn.sofifa.net/teams/696/60.png
A. Assana,Aadil Assana,60,68,150000.0,2000.0,21,176,67,AS Monaco,RES,34.0,France,Right,64.0,38.0,59.0,55.0,52.0,66.0,45,40,62,72,66,51,52,https://cdn.sofifa.net/players/206/509/15_120.png,https://cdn.sofifa.net/teams/69/60.png
Kim Hyun,김현 金炫,60,70,210000.0,2000.0,21,188,83,Jeju United FC,RES,9.0,Korea Republic,Right,63.0,60.0,47.0,59.0,28.0,59.0,61,52,62,58,56,66,58,https://cdn.sofifa.net/players/206/521/15_120.png,https://cdn.sofifa.net/teams/1478/60.png
J. Willis,Jordan Kenneth Willis,60,69,140000.0,2000.0,19,180,70,Coventry City,RCB,2.0,England,Right,75.0,29.0,50.0,56.0,60.0,63.0,52,48,59,70,54,46,76,https://cdn.sofifa.net/players/206/524/15_120.png,https://cdn.sofifa.net/teams/1800/60.png
T. Naylor,Thomas Keith Naylor,60,65,180000.0,3000.0,23,181,72,Derby County,RES,24.0,England,Right,67.0,27.0,43.0,40.0,62.0,65.0,29,27,45,67,44,45,74,https://cdn.sofifa.net/players/206/536/15_120.png,https://cdn.sofifa.net/teams/91/60.png
C. Walton,Christian Walton,60,77,140000.0,2000.0,18,195,75,Brighton & Hove Albion,RES,31.0,England,Left,,,,,,,25,25,25,47,62,24,56,https://cdn.sofifa.net/players/206/561/15_120.png,https://cdn.sofifa.net/teams/1808/60.png
Sergio Rico,Sergio Rico González,60,66,160000.0,3000.0,20,194,88,Sevilla FC,RES,29.0,Spain,Right,,,,,,,25,31,21,58,54,25,60,https://cdn.sofifa.net/players/206/652/15_120.png,https://cdn.sofifa.net/teams/481/60.png
P. Charruau,Paul Charruau,60,67,160000.0,2000.0,20,186,85,Valenciennes FC,RES,30.0,France,Right,,,,,,,25,25,25,37,52,21,58,https://cdn.sofifa.net/players/207/443/15_120.png,https://cdn.sofifa.net/teams/110456/60.png
N. Ashong,Nii Nortey Ashong,60,74,140000.0,2000.0,19,178,70,Latina,SUB,13.0,Ghana,Left,67.0,34.0,47.0,57.0,62.0,59.0,55,37,54,67,54,30,57,https://cdn.sofifa.net/players/207/534/15_120.png,https://cdn.sofifa.net/teams/112487/60.png
Lee Hyo Kyun,이효균 李善均,60,62,275000.0,3000.0,26,185,80,Incheon United FC,SUB,28.0,Korea Republic,Right,64.0,57.0,33.0,56.0,29.0,68.0,55,26,55,65,60,53,67,https://cdn.sofifa.net/players/207/565/15_120.png,https://cdn.sofifa.net/teams/110765/60.png
A. Rojas,Antonio Rojas,60,60,190000.0,2000.0,30,174,71,Halmstads BK,LCM,10.0,Paraguay,Right,62.0,52.0,60.0,62.0,40.0,58.0,57,68,66,64,58,61,59,https://cdn.sofifa.net/players/207/582/15_120.png,https://cdn.sofifa.net/teams/321/60.png
J. Haugaard,Jakob Let Haugaard,60,67,160000.0,3000.0,22,199,87,FC Midtjylland,GK,14.0,Denmark,Right,,,,,,,25,25,25,34,51,21,52,https://cdn.sofifa.net/players/207/633/15_120.png,https://cdn.sofifa.net/teams/1516/60.png
M. Zeffane,Mehdi Zeffane,60,66,160000.0,4000.0,22,174,63,Olympique Lyonnais,RES,2.0,France,Right,80.0,50.0,51.0,54.0,58.0,63.0,56,39,42,73,56,77,54,https://cdn.sofifa.net/players/207/745/15_120.png,https://cdn.sofifa.net/teams/66/60.png
Igor Rocha,Igor Ferreira Rocha,60,67,160000.0,2000.0,21,184,80,FC Arouca,RES,99.0,Portugal,Right,,,,,,,25,25,25,33,58,25,59,https://cdn.sofifa.net/players/207/759/15_120.png,https://cdn.sofifa.net/teams/112513/60.png
Lee Han Saem,이한샘 Han Saem Lee,60,65,230000.0,3000.0,24,187,80,Gyeongnam FC,SUB,20.0,Korea Republic,Right,56.0,37.0,58.0,54.0,58.0,66.0,54,29,57,41,55,32,72,https://cdn.sofifa.net/players/207/809/15_120.png,https://cdn.sofifa.net/teams/111588/60.png
M. Özen,Mahmut Özen,60,66,210000.0,3000.0,25,178,77,Kayseri Erciyesspor,SUB,2.0,Sweden,Right,74.0,31.0,50.0,63.0,57.0,64.0,62,37,60,69,56,29,70,https://cdn.sofifa.net/players/207/820/15_120.png,https://cdn.sofifa.net/teams/1458/60.png
P. Tuszyński,Patryk Tuszyński,60,61,250000.0,3000.0,24,184,77,Jagiellonia Białystok,ST,8.0,Poland,Right,70.0,61.0,53.0,57.0,36.0,60.0,56,42,57,57,55,61,62,https://cdn.sofifa.net/players/207/902/15_120.png,https://cdn.sofifa.net/teams/110745/60.png
D. Fofana,Diacko Fofana,60,74,140000.0,2000.0,19,175,71,AC Arles Avignon,SUB,23.0,France,Right,77.0,35.0,44.0,48.0,57.0,67.0,38,42,52,71,56,36,85,https://cdn.sofifa.net/players/207/947/15_120.png,https://cdn.sofifa.net/teams/111989/60.png
R. Garcia,Rafael Garcia,60,66,200000.0,4000.0,25,167,68,LA Galaxy,RES,25.0,United States,Right,75.0,56.0,58.0,63.0,55.0,58.0,58,68,60,89,58,75,72,https://cdn.sofifa.net/players/207/967/15_120.png,https://cdn.sofifa.net/teams/697/60.png
Jeon Hyeon Chul,전현철 Hyeon Chul Jeon,60,66,230000.0,3000.0,23,175,72,Jeonnam Dragons,RES,77.0,Korea Republic,Right,75.0,60.0,58.0,59.0,29.0,49.0,58,45,57,62,51,54,59,https://cdn.sofifa.net/players/208/056/15_120.png,https://cdn.sofifa.net/teams/1475/60.png
Han Yong Su,한용수 汉永苏,60,67,210000.0,3000.0,24,184,80,Jeju United FC,SUB,3.0,Korea Republic,Right,41.0,27.0,30.0,45.0,62.0,64.0,43,28,41,59,56,31,75,https://cdn.sofifa.net/players/208/066/15_120.png,https://cdn.sofifa.net/teams/1478/60.png
